url_domain,url_subdomain,url_suffix,whois_registrar,whois_server_domain,whois_server_subdomain,whois_server_org,whois_org,url_domain_ip
deeprootstalltrees,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,2128314017
akihabaranews,fr,com,"GoDaddy.com, LLC",godaddy,whois,com,Shingetsu News Agency,19871233109
ebay,,com,"MarkMonitor, Inc.",markmonitor,whois,com,eBay Inc.,66135195175
oddsonracing,,com,"GoDaddy.com, LLC",godaddy,whois,com,,159821035
workgloves,,net,"Cloudflare, Inc.",cloudflare,whois,com,DATA REDACTED,10424124224
sherdog,,com,"GoDaddy.com, LLC",godaddy,whois,com,"CraveOnline Media, LLC",104179966
superpages,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,SuperMedia LLC,1511382250
ancestry,freepages.genealogy.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560149132
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
blogspot,mazeoftime,com,MarkMonitor Inc.,markmonitor,whois,com,,7412521191
wikipedia,simple,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
btloft,,com,Moniker Online Services LLC,moniker,whois,com,Moniker Privacy Services,19415114101
tvguide,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,6430228101
webs,woodsprytefarmfinnsheep,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,1041711940
metblogs,montreal,com,"GoDaddy.com, LLC",godaddy,whois,com,Joz Enterprises,104287100
skymem,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",11620213039
mrmovietimes,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,1041845173
enewsi,,com,"GoDaddy.com, LLC",godaddy,whois,com,,6613563168
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
prodermix,,com,"GoDaddy.com, LLC",godaddy,whois,com,Monsey Computers,1598923255
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",1572401435
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",205251242103
thedeadballera,,com,"DNC Holdings, Inc",directnic,whois,com,Frank Russo,192185226133
thefreedictionary,,com,Google LLC,google,whois,com,Contact Privacy Inc. Customer 1242241663,91204210230
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,1722170142
blogcu,empi3dinle,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,1857176166
footballfanatics,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Fanatics Inc.,18430245205
spoke,,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",32349723
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
legacy,,com,"Network Solutions, LLC",networksolutions,whois,com,,2161464610
apartmenthomeliving,springfield-missouri,com,"MarkMonitor, Inc.",markmonitor,whois,com,"CoStar Realty Information, Inc.",232016549
wooldridgeandassociates,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,199204248107
gadling,,com,DREAMHOST,DREAMHOST,WHOIS,COM,REDACTED FOR PRIVACY,35203141178
mortgagecalculator,,org,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",453365104
reunion,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223218
washingtonbanglaradio,,com,"GoDaddy.com, LLC",godaddy,whois,com,,1666227179
evri,,com,"Epik, Inc.",epik,whois,com,"Anonymize, Inc.",4588202115
basicindustrial,,com,Aegean Domains LLC,web,whois,com,,204115648
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,1722170142
koreanwar-educator,,org,TIERRANET INC. DBA DOMAINDISCOVER,domaindiscover,whois,com,Double-Hammer Computer Services,2049316091
allaboutjazz,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,10427143105
heritagesportsart,blog,com,Tucows Domains Inc.,tucows,whois,com,,232273832
bostonrocklive,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,bostonrocklive.com,69644615
whosdatedwho,,com,INWX GmbH & Co. KG,domrobot,whois,com,,174345695
vedamsbooks,,com,"Network Solutions, LLC",networksolutions,whois,com,,1812143181
artistdirect,,com,"GoDaddy.com, LLC",godaddy,whois,com,"PSI Capital, Inc.",74208228236
digitalkomponents,,com,Key-Systems GmbH,rrpproxy,whois,net,REDACTED FOR PRIVACY,19218519421
wn,,com,"eNom, LLC",enom,whois,com,,19514984100
sfexaminer,,com,"GoDaddy.com, LLC",godaddy,whois,com,SF Media Co.,3520315545
eastbayexpress,,com,"Network Solutions, LLC",networksolutions,whois,com,,2091045157
nytimes,movies,com,"MarkMonitor, Inc.",markmonitor,whois,com,The New York Times Company,151101193164
minorleaguebaseball,web,com,"GoDaddy.com, LLC",godaddy,whois,com,Minor League Baseball,20910221347
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
onelook,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,232316193
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
canadabodybuilding,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",19857152254
archive,,org,"easyDNS Technologies, Inc.",easydns,whois,com,Internet Archive,2072412242
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",205251242103
expedia,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Expedia, Inc",5226234148
faqs,,org,"Network Solutions, LLC",networksolutions,whois,com,"Advameg, Inc.",19923116468
soa,,org,"GoDaddy.com, LLC",godaddy,whois,com,Society of Actuaries,4560105148
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
ivanhoecambridge,,com,"GoDaddy.com, LLC",godaddy,whois,com,Ivanhoe Cambridge Inc.,209171119216
mp3bear,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1041860230
wn,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,19514984100
metal-archives,,com,"Wild West Domains, LLC",wildwestdomains,whois,com,"Domains By Proxy, LLC",104318469
sensagent,dictionary,com,"Network Solutions, LLC",networksolutions,whois,com,,193251291
vitals,,com,"GoDaddy.com, LLC",godaddy,whois,com,WebMD,1041721198
sensagent,dictionary,com,"Network Solutions, LLC",networksolutions,whois,com,,193251291
ballparks,,com,"GoDaddy.com, LLC",godaddy,whois,com,Ballparks by Munsey & Suppes,18417218228
zoominfo,,com,"Network Solutions, LLC",networksolutions,whois,com,,1041616882
heavyharmonies,,com,"NameSilo, LLC",namesilo,whois,com,See PrivacyGuardian.org,503111423
nndb,,com,"Network Solutions, LLC",networksolutions,whois,com,,216218248231
section303,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",10424121192
rawdrive,,com,"DYNADOT, LLC",dynadot,whois,com,,6633222163
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
last,,fm,"MarkMonitor, Inc.",markmonitor,whois,com,Last.fm Ltd.,6430224246
deadoraliveinfo,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",13420917564
soldlab,,com,Thirdroundnames LLC,web,whois,com,,204115648
iwannawatch,,net,Key-Systems GmbH,rrpproxy,whois,net,c/o whoisproxy.com,159691869
mackbrown-texasfootball,,com,"GoDaddy.com, LLC",godaddy,whois,com,,104317091
yahoo,local,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
americantowns,,com,"Register.com, Inc.",register,whois,com,,23253120161
ssrn,papers,com,Safenames Ltd,safenames,whois,net,,54174111254
ncmonline,news,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1071705181
dhingana,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",184168131241
bleacherreport,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,1511011295
armstrongchile,,com,"Network Solutions, LLC",networksolutions,whois,com,,104183751
mpaa,,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Motion Picture Association, Inc.",4560136201
yahoo,education,com,MarkMonitor Inc.,markmonitor,whois,com,,98138219232
sloveniaglobe,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,19514984100
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",1572401435
redcafe,,net,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",77241181134
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
blogspot,georgesclaudeguilbert,com,MarkMonitor Inc.,markmonitor,whois,com,,7412521191
google,sites,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412521101
discogs,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Zink Media, Inc.",21615117150
kprsinc,eap,com,"Network Solutions, LLC",networksolutions,whois,com,,19855100149
genealogy,genforum,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560108104
customaniacs,,org,REALTIME REGISTER B.V.,yoursrs,whois,com,"['My Domain Provider', 'REDACTED FOR PRIVACY']",9423168100
kcstarlight,,com,"Network Solutions, LLC",networksolutions,whois,com,,52112485
reunion,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223218
zipmap,,net,"DNC Holdings, Inc",directnic,whois,com,USNaviguide LLC,14614883112
justia,law,com,"Network Solutions, LLC",networksolutions,whois,com,,17412921348
sewe,,com,"Network Solutions, LLC",networksolutions,whois,com,,104262100
tripadvisor,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,TripAdvisor LLC,192229162112
4shared,,com,"GoDaddy.com, LLC",godaddy,whois,com,New IT Solutions Ltd.,20415514943
imdb,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"IMDb.com, Inc.",5294228167
pmpnetwork,,com,"Network Solutions, LLC",networksolutions,whois,com,,1738271243
flickr,,com,MarkMonitor Inc.,markmonitor,whois,com,,1332115218
nanceaceo,,com,Tucows Domains Inc.,tucows,whois,com,,21670123145
ideefix,woo.dev,net,Key-Systems GmbH,rrpproxy,whois,net,REDACTED FOR PRIVACY,1942087638
jlrcreations,,com,Tucows Domains Inc.,tucows,whois,com,,103224212222
yahoo,music,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
turkcebilgi,english,com,"GoDaddy.com, LLC",godaddy,whois,com,Sawis Bilisim A.S.,13820113019
argentangodancers,,com,"Network Solutions, LLC",networksolutions,whois,com,,2089119727
fanbase,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",5221613490
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
montrealgazette,,com,WEBNAMES.CA INC,webnames,whois,ca,Postmedia Network Inc.,3518388254
sensagent,dictionary,com,"Network Solutions, LLC",networksolutions,whois,com,,193251291
topix,,net,"Cloudflare, Inc.",cloudflare,whois,com,DATA REDACTED,1041823347
gosgmart,,com,"GoDaddy.com, LLC",godaddy,whois,com,,18416822150
livejournal,aramatheydidnt,com,"Regional Network Information Center, JSC dba RU-CENTER",nic,whois,ru,Privacy protection service - whoisproxy.ru,138817933
repec,edirc,org,"Register.com, Inc.",register,whois,com,,13616718142
reuters,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Thomson Reuters Enterprise Centre GmbH,52261110
ticketsinventory,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",3420810123
mlb,mlb,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"MLB Advanced Media, LP",20910221314
investigativeproject,,org,"Register.com, Inc.",register,whois,com,,1042012724
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
tvguide,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,6430228101
allnurses,,com,"GoDaddy.com, LLC",godaddy,whois,com,allnurses.com,50280103
topmmanews,,com,"GoDaddy.com, LLC",godaddy,whois,com,TOP MMA NEWS,7420722670
sitesumo,,com,Dreamscape Networks International Pte Ltd,syrahost,whois,com,,722011054
sertoma,,org,"Network Solutions, LLC",networksolutions,whois,com,Sertoma,1041988138
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
artfact,,com,"Network Solutions, LLC",networksolutions,whois,com,,1928198160
chabliscadillac,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",526013315
educationcanada,jobsearch,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",3518255189
laprovi,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",184168131241
yahoo,music,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
tumblr,psychopaths,com,MarkMonitor Inc.,markmonitor,whois,com,,7411415417
yahoo,travel,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
wantedforrent,,com,"Omnis Network, LLC",omnis,whois,com,Pioneer Computers,20885221209
businessweek,investing,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Bloomberg L.P.,69191252148
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
evri,,com,"Epik, Inc.",epik,whois,com,"Anonymize, Inc.",4588202115
spike,,com,MarkMonitor Inc.,markmonitor,whois,com,,3421310651
slutload,,com,Moniker Online Services LLC,moniker,whois,com,Moniker Privacy Services,21618168205
helpguide,,org,"Network Solutions, LLC",networksolutions,whois,com,Helpguide.org International,104264139
bizrate,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Meredith Corporation,19213821895
forumjar,,com,"GoDaddy.com, LLC",godaddy,whois,com,Chat Hour LLC,681681037
1stclassbarbers,,com,"GoDaddy.com, LLC",godaddy,whois,com,1st Class Barbers,18416822191
unitedstatesreferral,,com,"Wild West Domains, LLC",wildwestdomains,whois,com,,35183160134
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",1572401435
linkedin,au,com,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741010
imdb,,com,MarkMonitor Inc.,markmonitor,whois,com,,5294228167
mcall,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Tribune Publishing Company, LLC",34209174121
twitter,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Twitter, Inc.",10424442129
goodbarry,nationalcircuit01,com,NOM-IQ Ltd dba Com Laude,comlaude,whois,com,Adobe Inc.,19215016117
classmates,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"PeopleConnect, Inc.",2088441110
closinglogos,,com,"GoDaddy.com, LLC",godaddy,whois,com,"WikiFoundry, Inc.",527023832
go,sports.espn,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Disney Enterprises, Inc.",2323660174
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",205251242103
turkcebilgi,english,com,"GoDaddy.com, LLC",godaddy,whois,com,Sawis Bilisim A.S.,13820113019
famouswhy,people,com,Key-Systems GmbH,rrpproxy,whois,net,REDACTED FOR PRIVACY,8520422108
baseballlibrary,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",19820164111
paulchehade,,com,"GoDaddy.com, LLC",godaddy,whois,com,,1041681393
atspace,scurity43254,cc,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,18517640122
flixster,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"NBCUniversal Media, LLC",232029833
ebay,,com,MarkMonitor Inc.,markmonitor,whois,com,,66135195175
predictway,,com,NAMECHEAP INC,namecheap,whois,com,ANAM ECOMMERCE,104316553
investmentadvisorsearch,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,748421826
cinepad,,com,DREAMHOST,DREAMHOST,WHOIS,COM,Proxy Protection LLC,173236225218
thestar,themes,com,Tucows Domains Inc.,tucows,whois,com,,192206150106
yahoo,music,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
frc-conf,,com,"EastEndDomains, LLC",web,whois,com,,453522721
financialcontent,markets,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc",5221676123
linkedin,,com,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741010
livius,,org,Key-Systems GmbH,rrpproxy,whois,net,VOF Livius,1043165252
modomediacompany,,com,"GoDaddy.com, LLC",godaddy,whois,com,Modo Media,2323662147
d0ntw0rry,,com,"GMO INTERNET, INC.",discount-domain,whois,com,"GMO DigiRock, Inc.",1071861815
nortonrose,,com,"MarkMonitor, Inc.",markmonitor,whois,com,NRF IP Services Limited,2047499100
usawireless,,tv,"GoDaddy.com, LLC",godaddy,whois,com,USA OVERSEAS WIRELESS CABLE CO,192254187117
yahoo,answers,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
alexandredacosta,,com,Tucows Domains Inc.,tucows,whois,com,,1601537136
yourbittorrent,,com,TLD Registrar Solutions Ltd.,tldregistrarsolutions,whois,com,Whois Privacy Corp.,1043184208
linkedin,,com,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741010
twitter,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Twitter, Inc.",10424442129
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164203
soconsports,,com,"Network Solutions, LLC",networksolutions,whois,com,,671922817
thefullwiki,,org,"GoDaddy.com, LLC",godaddy,whois,com,The Full Wiki Pty Ltd,148251235240
scarletknights,,com,"GoDaddy.com, LLC",godaddy,whois,com,Rutgers Division of Intercollegiate,7420581135
daddario,store,com,"Network Solutions, LLC",networksolutions,whois,com,,2171148570
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
yahoo,music,com,MarkMonitor Inc.,markmonitor,whois,com,,98138219232
bleacherreport,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,1511011295
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
callusmiller,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,Callus Miller Communication Ltd,23235212187
surchur,,com,"TurnCommerce, Inc. DBA NameBright.com",NameBright,whois,com,HugeDomains.com,232023912
leaguelineup,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,1002415837
citizendia,,org,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",1921857798
yahoo,local,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
goldenmap,en,com,"GoDaddy.com, LLC",godaddy,whois,com,,18416822150
sportco,,com,"Network Solutions, LLC",networksolutions,whois,com,,232273865
usreoproperties,,com,"GoDaddy.com, LLC",godaddy,whois,com,Elias Dasilva,20724692236
independent,,com,"Network Solutions, LLC",networksolutions,whois,com,,1920662
cancerawakens,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,Roots And Wings Consulting Services Pvt. Ltd.,17324724386
yahoo,answers,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
mtv,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Viacom International Inc.,3421310651
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",1572401435
fool,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",15110165143
royalgateenergy,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,5028158
nationalreview,nrd,com,"Network Solutions, LLC",networksolutions,whois,com,,2318503
meganmarshall,,com,"GoDaddy.com, LLC",godaddy,whois,com,"WebContents, Inc - This domain might be for sale on GoDaddy.com or Sedo.com",19959242153
yahoo,answers,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219232
fanpix,,net,INWX GmbH & Co. KG,domrobot,whois,com,,174345678
fanpix,,net,INWX GmbH & Co. KG,domrobot,whois,com,,174345678
outletpc,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,74652135
veromi,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10424123196
ancestry,archiver.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560169132
ieee,spectrum,org,"Network Solutions, LLC",networksolutions,whois,com,"Institute of Electrical and Electronics Engineers, Inc.",14098193152
slideshare,,net,MarkMonitor Inc.,markmonitor,whois,com,,1081741174
4pu,takamato,com,"Network Solutions, LLC",networksolutions,whois,com,,209208462
pgatour,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"PGA TOUR, Inc",542452340
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
barnesandnoble,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,barnesandnoble.com llc,16122174213
callmr,,com,DropCatch.com 428 LLC,NameBright,whois,com,qiao hong sen,19874120251
forumjar,,com,"GoDaddy.com, LLC",godaddy,whois,com,Chat Hour LLC,681681037
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
arrowheadpride,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Vox Media, Inc.",1511012125
fanpop,,com,"Network Solutions, LLC",networksolutions,whois,com,,184105132107
respironics,remstarplus,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Koninklijke Philips N.V.,239719438
hallmarkteam,,com,"ENOM, INC.",ENOM,WHOIS,COM,"Whois Privacy Protection Service, Inc.",1439523316
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
celebset,,net,NAMECHEAP INC,namecheap,whois,com,SK Intertainment,66175219254
post-gazette,,com,"Network Solutions, LLC",networksolutions,whois,com,,20810312488
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
whosdatedwho,,com,INWX GmbH & Co. KG,domrobot,whois,com,,174345695
amazon,askville,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",205251242103
bacioniart,,com,"GoDaddy.com, LLC",godaddy,whois,com,WhamBamDomains.com,1439524429
allmmafights,,com,Media Elite Holdings Limited,registermatrix,whois,com,Fundacion Privacy Services LTD,1511065165
tullahomanews,,com,"Network Solutions, LLC",networksolutions,whois,com,,192104183209
jezebel,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,G/O Media Inc,15110166166
strawberrycreekinn,,com,Moniker Online Services LLC,moniker,whois,com,Moniker Privacy Services,1041862125
pbase,,com,"Network Solutions, LLC",networksolutions,whois,com,,3423376165
msn,movies,com,"MarkMonitor, Inc.",markmonitor,whois,com,Microsoft Corporation,13822861
gcoorp,mall,com,"eName Technology Co.,Ltd.",ename,whois,com,,11620654115
classmates,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"PeopleConnect, Inc.",2088441110
wjbc,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,20920824325
wn,article,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,19514984100
filmcritic,,com,"Network Solutions, LLC",networksolutions,whois,com,,205178189131
brainyquote,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1042263223
locatetv,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Cisco Technology Inc.,4515918815
wordpress,alinihatekenblog,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",19207817
nahl,,com,"GoDaddy.com, LLC",godaddy,whois,com,consultant,2081129205
metacritic,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,2323171117
sensagent,dictionary,com,"Network Solutions, LLC",networksolutions,whois,com,,193251291
localism,,com,"GoDaddy.com, LLC",godaddy,whois,com,Home4Investment Inc,69172201153
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
therealtechn9ne,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Strange Music, Inc",184168131241
actorartist,,com,"Misk.com, Inc.",misk,whois,com,Webmastur,162241241150
uptake,attractions,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",10417141104
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
wankspider,,com,Eurodns S.A.,eurodns,whois,com,Youngtek Solutions Ltd.,77247179163
wordpress,lookingatlyrics,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",19207817
stonecropstudio,,com,DropCatch.com 383 LLC,NameBright,whois,com,HugeDomains.com,232023912
squarehippies,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1921862184
thefullwiki,top-topics,org,"GoDaddy.com, LLC",godaddy,whois,com,The Full Wiki Pty Ltd,148251235240
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412519691
metrolyrics,,com,MarkMonitor Inc.,markmonitor,whois,com,,6430224180
mp3videosearch,,com,Domainhysteria.com LLC,web,whois,com,,204115637
superpages,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,SuperMedia LLC,1511382250
chiefshome,,com,"GoDaddy.com, LLC",godaddy,whois,com,,12912120446
swetaent,,com,1&1 IONOS SE,ionos,whois,com,DomCollect International GmbH,9119524013
billboard,,com,"Network Solutions, LLC",networksolutions,whois,com,,1041710831
wikibin,,org,"ENOM, INC.",ENOM,WHOIS,COM,"Whois Privacy Protection Service, Inc.",232312693
examiner,,com,"GoDaddy.com, LLC",godaddy,whois,com,"AXS Digital Media Group, LLC",522692115
multireto,,com,"GoDaddy.com, LLC",godaddy,whois,com,,1732541224
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
dailypainters,,com,"GoDaddy.com, LLC",godaddy,whois,com,,133511890
suncor,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Suncor Energy Inc.,1564414437
linkedin,,com,MarkMonitor Inc.,markmonitor,whois,com,,1081741010
amazon,,com,MarkMonitor Inc.,markmonitor,whois,com,,205251242103
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
collegesportsmadness,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Seasun, LLC",502860108
chacha,,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",hichina,grs-whois,com,,10324455236
seekodin,,com,XINNET TECHNOLOGY CORPORATION,paycenter,whois,com.cn,REDACTED FOR PRIVACY,4543226131
tvguide,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,6430228101
go,espn,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Disney Enterprises, Inc.",2323660174
eventful,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Eventful, Inc.",15110119449
